order_id,customer_id,product_id,order_date,promised_delivery_date,actual_delivery_date,order_status,order_quantity,fulfilled_quantity,delay_days
1526,2668,3289,12/16/2021,10/19/2021,5/9/2021,Pending,370,347,13
1954,2525,3294,11/30/2021,11/1/2021,4/8/2021,In-Transit,385,49,1
1344,2941,3415,3/28/2021,7/10/2021,9/6/2021,Delivered,471,189,6
1864,2939,3106,1/30/2021,7/3/2021,1/30/2021,Delivered,348,61,14
1510,2384,3295,4/18/2021,7/23/2021,8/3/2021,In-Transit,46,264,-5
1053,2084,3139,8/11/2021,6/22/2021,1/3/2021,Pending,412,302,18
1151,2069,3170,10/30/2021,7/6/2021,12/12/2021,Pending,218,130,-3
1468,2592,3106,7/7/2021,11/16/2021,2/16/2021,Pending,195,409,7
1127,2454,3295,6/20/2021,8/20/2021,3/15/2021,Canceled,333,382,16
1097,2442,3051,7/28/2021,5/14/2021,8/16/2021,Delivered,452,492,-5
1035,2150,3370,4/3/2021,5/27/2021,9/29/2021,Delivered,297,271,11
1491,2711,3114,6/17/2021,6/12/2021,8/19/2021,Canceled,2,443,3
1341,2378,3275,5/3/2021,1/29/2021,10/22/2021,Delivered,433,12,7
1364,2996,3244,8/17/2021,12/25/2021,8/25/2021,Pending,481,344,17
1561,2161,3135,5/7/2021,7/28/2021,3/30/2021,Canceled,158,339,11
1642,2318,3166,6/7/2021,10/4/2021,12/1/2021,Canceled,73,478,-4
1777,2780,3482,7/23/2021,3/31/2021,4/3/2021,Pending,77,113,9
1813,2834,3169,6/18/2021,4/26/2021,8/26/2021,Delivered,385,82,18
1933,2429,3320,4/13/2021,9/30/2021,7/15/2021,Delivered,390,358,5
1234,2655,3349,2/27/2021,5/10/2021,8/12/2021,Canceled,323,470,14
1263,2535,3269,6/4/2021,7/25/2021,12/4/2021,Delivered,89,325,13
1229,2261,3099,4/4/2021,10/4/2021,10/24/2021,Canceled,332,392,6
1887,2657,3157,4/13/2021,5/20/2021,7/31/2021,Delivered,29,476,16
1986,2268,3145,10/6/2021,2/16/2021,4/9/2021,Canceled,69,299,17
1145,2370,3472,10/30/2021,3/21/2021,6/28/2021,Pending,50,192,7
1985,2676,3103,11/6/2021,9/27/2021,2/12/2021,Pending,329,260,19
1639,2562,3242,12/23/2021,6/19/2021,3/16/2021,Delivered,286,452,9
1977,2937,3433,3/17/2021,9/21/2021,11/16/2021,Pending,68,192,2
1732,2361,3357,12/4/2021,11/26/2021,11/26/2021,In-Transit,305,199,10
1776,2115,3255,3/10/2021,5/3/2021,7/29/2021,In-Transit,263,194,-1
1194,2479,3414,1/11/2021,7/16/2021,5/12/2021,Delivered,103,486,13
1367,2238,3159,1/23/2021,8/30/2021,12/12/2021,Canceled,399,366,9
1307,2207,3146,10/5/2021,12/2/2021,9/9/2021,Canceled,108,383,4
1834,2160,3217,2/11/2021,1/4/2021,9/12/2021,In-Transit,101,338,8
1849,2304,3146,8/16/2021,3/16/2021,4/5/2021,In-Transit,257,475,3
1506,2150,3492,4/18/2021,7/3/2021,4/5/2021,In-Transit,263,349,-4
1294,2927,3144,3/23/2021,11/18/2021,4/22/2021,Pending,412,296,18
1007,2188,3286,12/16/2021,8/24/2021,6/27/2021,Pending,266,392,15
1614,2504,3339,3/24/2021,12/25/2021,8/26/2021,Canceled,85,41,-4
1684,2990,3222,2/16/2021,10/23/2021,8/27/2021,In-Transit,218,277,17
1325,2574,3285,5/2/2021,3/10/2021,7/4/2021,In-Transit,459,263,6
1805,2747,3059,4/20/2021,1/4/2021,9/7/2021,Pending,358,370,9
1904,2509,3150,7/25/2021,10/22/2021,10/1/2021,In-Transit,46,275,15
1591,2320,3407,3/28/2021,11/11/2021,6/8/2021,Delivered,474,207,10
1920,2325,3113,10/11/2021,7/27/2021,2/4/2021,Canceled,488,4,16
1530,2064,3006,1/31/2021,4/17/2021,10/25/2021,Canceled,251,403,9
1137,2061,3029,3/16/2021,3/10/2021,11/18/2021,In-Transit,169,266,15
1071,2734,3100,4/25/2021,12/15/2021,1/26/2021,Delivered,364,180,7
1405,2168,3283,4/29/2021,1/19/2021,6/5/2021,Canceled,234,309,10
1279,2726,3326,12/29/2021,12/3/2021,3/28/2021,Canceled,437,36,-5
1529,2905,3261,2/21/2021,6/10/2021,1/24/2021,Delivered,324,116,13
1074,2125,3291,10/24/2021,1/31/2021,9/20/2021,In-Transit,78,63,13
1156,2915,3008,12/27/2021,6/8/2021,4/1/2021,Canceled,32,356,13
1365,2491,3096,1/4/2021,11/11/2021,10/28/2021,Canceled,337,45,11
1555,2729,3221,8/27/2021,9/6/2021,4/20/2021,Canceled,87,82,20
1590,2573,3419,11/7/2021,8/31/2021,1/27/2021,Canceled,411,320,6
1936,2032,3139,8/30/2021,3/24/2021,7/31/2021,Delivered,75,277,10
1057,2596,3250,6/5/2021,2/16/2021,10/27/2021,Canceled,489,306,14
1093,2602,3284,1/1/2021,12/29/2021,5/27/2021,In-Transit,64,286,-1
1537,2709,3100,10/11/2021,4/9/2021,10/18/2021,In-Transit,170,309,15
1585,2588,3114,5/22/2021,2/7/2021,2/25/2021,Pending,444,399,17
1233,2134,3259,1/9/2021,5/17/2021,12/2/2021,Pending,305,415,9
1514,2790,3144,6/2/2021,10/22/2021,4/16/2021,Pending,437,40,1
1751,2406,3346,12/10/2021,9/30/2021,10/29/2021,Pending,200,406,1
1633,2936,3329,9/5/2021,2/21/2021,10/20/2021,Canceled,144,459,6
1221,2872,3074,11/22/2021,6/25/2021,6/13/2021,Canceled,345,166,14
1631,2277,3352,2/2/2021,9/21/2021,4/29/2021,Pending,274,346,8
1429,2167,3262,2/21/2021,5/18/2021,4/9/2021,Canceled,133,125,-2
1270,2137,3042,11/29/2021,8/8/2021,6/4/2021,Canceled,206,63,14
1459,2276,3124,9/11/2021,12/9/2021,9/5/2021,In-Transit,311,157,18
1692,2689,3009,1/30/2021,1/2/2021,5/9/2021,In-Transit,56,364,-1
1578,2736,3082,4/22/2021,11/8/2021,5/31/2021,Delivered,307,244,14
1371,2268,3205,12/11/2021,12/12/2021,9/10/2021,Pending,94,425,-2
1618,2580,3230,9/5/2021,7/17/2021,2/14/2021,Delivered,302,44,8
1781,2606,3031,1/9/2021,7/24/2021,4/8/2021,Delivered,162,479,15
1972,2769,3413,10/23/2021,7/1/2021,12/13/2021,Canceled,474,488,19
1255,2426,3288,1/28/2021,5/28/2021,2/27/2021,Canceled,166,199,8
1430,2630,3019,1/8/2021,12/7/2021,12/6/2021,Pending,146,164,17
1914,2321,3375,11/21/2021,9/21/2021,4/13/2021,Pending,240,166,7
1943,2619,3100,8/23/2021,10/27/2021,10/26/2021,Canceled,465,111,-4
1936,2451,3229,5/12/2021,1/11/2021,12/25/2021,Canceled,40,467,-2
1668,2920,3007,5/6/2021,6/15/2021,1/16/2021,Canceled,147,331,-2
1928,2394,3011,2/22/2021,3/7/2021,5/2/2021,In-Transit,300,11,11
1779,2474,3353,11/5/2021,8/22/2021,6/16/2021,Pending,6,149,13
1085,2125,3404,1/8/2021,1/24/2021,1/20/2021,Canceled,23,56,-1
1403,2250,3363,2/18/2021,5/19/2021,12/3/2021,In-Transit,159,211,13
1163,2336,3293,11/10/2021,10/4/2021,11/13/2021,Pending,275,193,13
1093,2417,3050,5/3/2021,10/22/2021,11/29/2021,In-Transit,321,314,0
1148,2049,3329,9/22/2021,10/21/2021,7/28/2021,Pending,176,387,5
1937,2968,3120,3/16/2021,9/24/2021,1/18/2021,Pending,341,179,17
1024,2781,3205,2/3/2021,7/7/2021,2/22/2021,Canceled,185,268,13
1027,2750,3461,11/1/2021,12/26/2021,1/14/2021,Pending,101,347,-2
1991,2389,3325,7/1/2021,6/6/2021,5/15/2021,Pending,29,484,0
1557,2916,3387,10/2/2021,10/15/2021,2/10/2021,Canceled,216,61,-4
1941,2058,3456,2/28/2021,7/30/2021,1/28/2021,Delivered,275,160,3
1203,2709,3241,12/25/2021,2/5/2021,5/8/2021,Pending,407,332,12
1472,2542,3285,9/8/2021,11/3/2021,6/19/2021,Canceled,120,319,-1
1602,2226,3039,11/12/2021,4/5/2021,5/27/2021,In-Transit,31,451,0
1170,2929,3343,6/5/2021,1/26/2021,9/11/2021,Pending,418,188,17
1692,2430,3307,8/16/2021,7/29/2021,5/9/2021,Canceled,197,290,10
1244,2546,3141,3/5/2021,8/29/2021,4/7/2021,Canceled,290,494,-5
1526,2480,3011,8/16/2021,6/2/2021,12/13/2021,Delivered,152,198,1
1725,2743,3403,12/18/2021,10/23/2021,3/21/2021,Canceled,134,357,8
1992,2592,3175,4/9/2021,10/6/2021,12/22/2021,In-Transit,26,190,19
1580,2168,3187,8/17/2021,10/23/2021,6/27/2021,Pending,372,209,20
1294,2229,3356,2/25/2021,8/28/2021,8/16/2021,In-Transit,211,128,0
1686,2550,3163,2/17/2021,7/1/2021,11/4/2021,Delivered,308,325,20
1870,2878,3227,12/26/2021,11/26/2021,8/15/2021,Pending,353,69,17
1994,2178,3044,10/20/2021,2/23/2021,10/13/2021,In-Transit,492,22,14
1968,2680,3025,5/29/2021,7/25/2021,3/21/2021,In-Transit,62,231,16
1172,2036,3020,4/26/2021,4/14/2021,7/10/2021,Canceled,239,98,15
1653,2335,3349,7/28/2021,12/2/2021,4/15/2021,Delivered,388,47,6
1086,2097,3093,1/21/2021,2/27/2021,4/18/2021,In-Transit,322,136,11
1290,2349,3260,8/16/2021,5/15/2021,2/17/2021,Pending,452,161,-4
1773,2722,3038,11/26/2021,6/16/2021,1/24/2021,Pending,216,133,11
1203,2140,3249,7/6/2021,10/22/2021,6/25/2021,In-Transit,446,36,15
1247,2879,3213,2/28/2021,1/31/2021,2/23/2021,Pending,58,3,6
1131,2525,3291,5/18/2021,1/2/2021,10/28/2021,Delivered,422,58,5
1196,2128,3229,3/17/2021,2/2/2021,8/27/2021,In-Transit,287,398,-4
1920,2200,3064,2/14/2021,1/24/2021,7/1/2021,Pending,112,184,10
1144,2127,3299,12/3/2021,5/6/2021,8/23/2021,In-Transit,150,146,13
1057,2569,3071,2/3/2021,4/12/2021,8/28/2021,Canceled,302,438,3
1576,2633,3002,7/20/2021,7/13/2021,2/8/2021,Delivered,171,302,17
1573,2365,3375,5/26/2021,5/10/2021,1/29/2021,Delivered,399,352,15
1323,2021,3220,11/21/2021,12/8/2021,12/24/2021,Pending,419,44,17
1166,2591,3484,5/11/2021,5/20/2021,3/23/2021,In-Transit,100,487,7
1501,2430,3373,5/30/2021,3/1/2021,9/2/2021,Delivered,114,256,1
1483,2686,3308,10/21/2021,7/7/2021,6/22/2021,Canceled,93,162,-2
1481,2153,3271,11/30/2021,1/16/2021,1/23/2021,Delivered,424,473,-5
1596,2101,3078,1/19/2021,2/2/2021,1/26/2021,Delivered,306,329,12
1045,2239,3196,5/8/2021,3/8/2021,10/5/2021,Delivered,185,489,15
1015,2860,3140,6/12/2021,4/18/2021,1/16/2021,Pending,116,148,1
1484,2806,3218,1/30/2021,5/10/2021,3/2/2021,Canceled,100,19,16
1572,2206,3068,12/24/2021,6/20/2021,7/22/2021,Delivered,101,452,12
1666,2210,3180,11/15/2021,3/8/2021,10/25/2021,Delivered,365,500,18
1094,2950,3053,5/29/2021,9/17/2021,1/20/2021,Canceled,133,28,-1
1197,2625,3009,4/27/2021,2/8/2021,8/21/2021,Delivered,200,81,-4
1163,2455,3311,1/15/2021,2/26/2021,8/9/2021,Pending,490,280,-5
1853,2303,3196,2/19/2021,5/12/2021,9/15/2021,In-Transit,113,493,-2
1737,2310,3057,4/9/2021,10/6/2021,9/3/2021,Canceled,420,72,5
1466,2342,3499,8/24/2021,12/11/2021,8/19/2021,Delivered,101,459,14
1280,2313,3436,6/4/2021,6/8/2021,9/12/2021,Delivered,181,462,-4
1693,2709,3395,3/30/2021,1/19/2021,8/14/2021,Delivered,144,121,15
1705,2119,3352,3/15/2021,6/4/2021,7/21/2021,In-Transit,484,251,5
1498,2017,3385,5/9/2021,4/8/2021,9/10/2021,Canceled,316,390,2
1953,2756,3112,11/4/2021,6/9/2021,1/15/2021,In-Transit,16,145,9
1003,2058,3187,10/23/2021,8/23/2021,11/1/2021,Canceled,27,380,5
1890,2459,3454,6/4/2021,8/26/2021,6/10/2021,In-Transit,390,84,15
1013,2840,3466,10/14/2021,2/28/2021,10/29/2021,Canceled,256,171,-1
1176,2972,3117,4/29/2021,7/11/2021,7/20/2021,Delivered,470,398,12
1852,2197,3008,6/13/2021,10/8/2021,5/3/2021,In-Transit,431,117,8
1471,2267,3490,7/4/2021,7/28/2021,5/31/2021,Pending,158,46,17
1336,2069,3186,9/28/2021,1/13/2021,6/30/2021,Delivered,331,299,16
1607,2276,3415,12/12/2021,12/7/2021,9/10/2021,Delivered,16,359,3
1362,2747,3417,2/13/2021,11/24/2021,4/28/2021,Pending,141,99,11
1260,2873,3338,3/7/2021,3/21/2021,7/31/2021,Pending,238,357,18
1703,2860,3129,4/24/2021,9/28/2021,5/19/2021,Canceled,250,57,19
1913,2521,3450,8/7/2021,2/17/2021,5/20/2021,Delivered,402,198,0
1307,2568,3221,5/9/2021,8/26/2021,7/18/2021,Canceled,350,454,6
1591,2194,3039,4/12/2021,5/15/2021,12/19/2021,In-Transit,104,27,19
1465,2465,3153,10/17/2021,6/9/2021,4/21/2021,Delivered,5,163,-3
1362,2394,3194,8/26/2021,10/6/2021,2/9/2021,In-Transit,404,158,-3
1926,2005,3036,10/5/2021,9/13/2021,8/13/2021,Pending,184,95,16
1735,2319,3475,3/7/2021,11/3/2021,6/28/2021,Canceled,83,396,6
1954,2864,3067,5/15/2021,5/2/2021,3/21/2021,In-Transit,4,114,20
1769,2067,3430,2/25/2021,11/18/2021,4/22/2021,Delivered,287,285,16
1703,2460,3494,6/20/2021,5/10/2021,9/21/2021,Delivered,35,122,-1
1418,2171,3104,11/2/2021,10/24/2021,12/15/2021,Pending,144,300,2
1306,2390,3492,7/31/2021,8/7/2021,8/10/2021,Delivered,235,14,15
1530,2993,3345,6/23/2021,1/3/2021,7/25/2021,In-Transit,143,128,12
1934,2905,3217,6/13/2021,6/4/2021,10/8/2021,In-Transit,489,126,1
1070,2766,3473,4/20/2021,5/27/2021,5/20/2021,In-Transit,31,258,10
1586,2797,3064,7/12/2021,1/6/2021,5/5/2021,In-Transit,210,240,1
1525,2190,3184,12/30/2021,2/2/2021,12/29/2021,Pending,124,212,7
1564,2707,3130,10/5/2021,2/10/2021,5/30/2021,Delivered,347,10,-2
1521,2656,3276,10/10/2021,8/28/2021,8/25/2021,Canceled,383,293,-1
1058,2202,3359,8/24/2021,9/16/2021,5/8/2021,In-Transit,225,482,19
1070,2785,3152,9/28/2021,6/4/2021,5/26/2021,Canceled,173,194,15
1402,2952,3441,7/26/2021,3/25/2021,7/14/2021,In-Transit,308,106,1
1130,2430,3419,11/3/2021,12/26/2021,11/27/2021,Canceled,90,360,13
1310,2964,3493,6/24/2021,11/13/2021,12/5/2021,In-Transit,421,282,10
1402,2949,3347,10/27/2021,6/22/2021,1/27/2021,Canceled,132,173,14
1119,2584,3473,3/11/2021,3/25/2021,12/13/2021,Pending,332,417,8
1414,2446,3129,7/29/2021,9/6/2021,4/28/2021,Pending,97,234,11
1198,2943,3251,4/13/2021,11/23/2021,3/14/2021,In-Transit,31,356,1
1965,2271,3101,2/16/2021,3/21/2021,8/18/2021,Delivered,314,359,18
1578,2153,3457,7/16/2021,4/6/2021,12/29/2021,Pending,225,277,13
1247,2017,3292,3/5/2021,8/28/2021,11/3/2021,Pending,140,109,2
1175,2548,3374,11/25/2021,1/31/2021,1/22/2021,In-Transit,299,382,14
1931,2794,3002,7/28/2021,12/18/2021,1/14/2021,In-Transit,420,177,9
1375,2967,3011,8/13/2021,3/30/2021,4/7/2021,Pending,20,260,-1
1676,2414,3054,2/26/2021,11/5/2021,2/2/2021,Pending,231,23,4
1596,2864,3192,10/22/2021,6/28/2021,6/2/2021,Delivered,422,30,16
1327,2735,3301,8/14/2021,8/12/2021,6/6/2021,Canceled,124,201,11
1037,2088,3277,3/6/2021,2/24/2021,11/3/2021,Canceled,303,168,13
1171,2176,3446,2/7/2021,9/9/2021,10/15/2021,Canceled,28,459,10
1924,2049,3272,7/14/2021,12/21/2021,5/9/2021,Canceled,170,121,2
1021,2032,3457,11/13/2021,7/7/2021,7/8/2021,In-Transit,171,314,14
1479,2638,3393,3/2/2021,6/12/2021,9/12/2021,Delivered,205,417,15
1035,2297,3171,5/6/2021,6/19/2021,1/28/2021,Pending,359,316,12
1989,2950,3249,3/24/2021,12/24/2021,10/20/2021,Pending,397,229,0
1035,2388,3067,4/17/2021,8/7/2021,5/13/2021,Pending,258,390,6
1844,2590,3496,4/9/2021,2/10/2021,11/8/2021,Delivered,102,300,17
1824,2908,3199,6/14/2021,4/13/2021,5/28/2021,Pending,38,54,5
1276,2822,3031,8/7/2021,9/11/2021,12/17/2021,Pending,204,431,6
1204,2386,3234,7/22/2021,11/26/2021,4/22/2021,Delivered,146,179,14
1460,2141,3428,11/7/2021,6/13/2021,6/17/2021,Canceled,401,454,2
1394,2162,3254,12/5/2021,10/21/2021,12/2/2021,In-Transit,430,498,20
1174,2969,3436,7/7/2021,3/24/2021,4/20/2021,Delivered,181,336,5
1840,2091,3072,4/22/2021,4/10/2021,1/19/2021,In-Transit,279,235,1
1673,2208,3256,11/27/2021,11/7/2021,1/21/2021,In-Transit,419,80,-1
1783,2449,3201,10/20/2021,10/26/2021,5/7/2021,Delivered,419,376,11
1269,2211,3093,7/18/2021,12/18/2021,3/24/2021,Pending,450,420,-1
1779,2008,3111,8/17/2021,8/15/2021,2/8/2021,In-Transit,414,390,6
1177,2321,3279,1/6/2021,2/9/2021,3/25/2021,Pending,456,255,18
1672,2746,3163,6/16/2021,12/15/2021,6/4/2021,Canceled,304,160,20
1509,2194,3062,3/17/2021,8/13/2021,12/11/2021,Canceled,182,124,6
1043,2605,3115,6/3/2021,1/5/2021,5/9/2021,In-Transit,183,217,-1
1799,2111,3203,10/3/2021,7/25/2021,5/23/2021,In-Transit,364,497,11
1786,2200,3181,4/27/2021,5/1/2021,5/6/2021,Canceled,100,103,19
1102,2579,3140,1/7/2021,7/8/2021,8/6/2021,Canceled,10,124,-2
1248,2244,3196,11/6/2021,1/31/2021,4/12/2021,Pending,455,430,8
1885,2371,3250,2/4/2021,1/22/2021,1/30/2021,In-Transit,111,426,2
1295,2511,3320,11/9/2021,2/19/2021,3/27/2021,In-Transit,17,349,7
1314,2476,3021,7/6/2021,2/19/2021,1/27/2021,Pending,129,78,9
1639,2190,3023,11/16/2021,3/4/2021,4/6/2021,Canceled,446,377,-1
1131,2985,3321,8/24/2021,7/24/2021,4/22/2021,Delivered,313,286,0
1825,2658,3405,12/18/2021,8/1/2021,6/1/2021,Canceled,195,316,-4
1016,2540,3192,11/27/2021,1/3/2021,2/14/2021,Delivered,375,77,-4
1689,2196,3466,5/29/2021,2/20/2021,11/3/2021,Delivered,366,315,12
1441,2903,3379,4/11/2021,1/7/2021,5/12/2021,Canceled,55,481,13
1017,2520,3046,11/22/2021,3/13/2021,7/28/2021,Canceled,109,145,20
1735,2795,3316,10/23/2021,12/10/2021,8/29/2021,Pending,204,101,17
1507,2162,3156,1/25/2021,1/5/2021,6/21/2021,Pending,313,422,12
1657,2105,3344,9/9/2021,7/16/2021,10/12/2021,Pending,419,177,8
1570,2634,3157,11/8/2021,12/8/2021,7/18/2021,Canceled,154,13,2
1431,2595,3320,5/18/2021,9/26/2021,8/9/2021,In-Transit,437,482,9
1803,2508,3293,8/10/2021,7/13/2021,12/17/2021,Canceled,65,392,4
1884,2918,3392,7/27/2021,12/28/2021,9/7/2021,Pending,162,489,-1
1141,2472,3187,3/11/2021,2/17/2021,7/20/2021,Delivered,105,462,13
1094,2185,3316,9/12/2021,10/25/2021,4/16/2021,Pending,26,471,-5
1242,2673,3075,3/29/2021,11/22/2021,8/28/2021,Delivered,276,10,9
1088,2564,3276,7/30/2021,5/16/2021,7/6/2021,Pending,115,43,12
1385,2372,3221,9/15/2021,4/8/2021,3/12/2021,Canceled,478,76,10
1640,2949,3179,3/25/2021,8/26/2021,12/5/2021,In-Transit,442,186,5
1613,2391,3020,5/11/2021,10/28/2021,3/15/2021,Canceled,408,421,17
1682,2444,3384,6/22/2021,9/15/2021,10/16/2021,In-Transit,110,380,11
1947,2826,3350,3/8/2021,5/24/2021,6/17/2021,Canceled,32,146,3
1369,2972,3451,8/4/2021,12/21/2021,11/10/2021,Pending,493,91,7
1685,2977,3324,5/21/2021,11/23/2021,10/20/2021,Canceled,146,445,9
1169,2546,3251,3/3/2021,11/15/2021,5/25/2021,Delivered,388,466,11
1153,2101,3321,9/29/2021,6/13/2021,9/4/2021,Pending,44,253,5
1326,2610,3220,10/11/2021,11/19/2021,9/24/2021,Pending,369,397,-3
1310,2648,3347,7/10/2021,6/25/2021,6/14/2021,In-Transit,106,479,14
1391,2045,3264,7/30/2021,8/8/2021,6/14/2021,Pending,360,339,20
1441,2741,3402,1/13/2021,2/9/2021,6/16/2021,In-Transit,306,369,14
1079,2412,3176,3/14/2021,5/23/2021,8/6/2021,Pending,436,363,12
1717,2224,3387,4/24/2021,4/20/2021,7/18/2021,Delivered,32,441,13
1497,2127,3085,11/16/2021,8/2/2021,12/4/2021,In-Transit,20,133,12
1000,2784,3411,11/22/2021,3/26/2021,4/1/2021,Delivered,311,6,0
1385,2515,3252,12/24/2021,4/19/2021,11/30/2021,Pending,171,58,-1
1056,2040,3485,5/21/2021,9/8/2021,5/18/2021,Canceled,268,41,8
1942,2670,3015,12/9/2021,7/4/2021,7/19/2021,Pending,28,186,-3
1837,2198,3214,10/9/2021,3/15/2021,4/1/2021,Canceled,276,102,11
1031,2780,3419,11/2/2021,10/19/2021,2/8/2021,In-Transit,237,18,6
1801,2696,3082,12/14/2021,8/16/2021,12/19/2021,In-Transit,346,428,4
1271,2014,3155,6/23/2021,5/9/2021,7/13/2021,Delivered,198,156,0
1133,2942,3499,1/31/2021,1/24/2021,12/22/2021,In-Transit,132,22,-1
1147,2019,3075,4/23/2021,7/25/2021,6/2/2021,In-Transit,347,442,-5
1144,2448,3264,8/8/2021,8/12/2021,12/13/2021,Canceled,236,230,20
1447,2250,3156,3/11/2021,8/16/2021,11/25/2021,Canceled,283,87,9
1010,2827,3155,5/13/2021,4/16/2021,1/10/2021,Pending,347,176,-1
1079,2846,3049,9/26/2021,9/24/2021,1/6/2021,Pending,320,492,6
1863,2274,3484,9/7/2021,11/14/2021,6/3/2021,Delivered,350,469,12
1141,2402,3375,5/7/2021,3/31/2021,11/14/2021,Delivered,397,263,11
1672,2824,3280,9/11/2021,12/16/2021,7/21/2021,Delivered,267,20,3
1803,2788,3103,1/28/2021,4/7/2021,5/15/2021,In-Transit,337,60,6
1114,2311,3115,6/23/2021,6/7/2021,7/14/2021,In-Transit,219,300,20
1722,2474,3341,8/12/2021,12/28/2021,1/31/2021,In-Transit,445,108,-1
1922,2690,3445,9/19/2021,5/13/2021,10/13/2021,Delivered,330,464,16
1213,2151,3093,2/1/2021,2/23/2021,2/23/2021,Canceled,308,204,19
1310,2159,3108,11/20/2021,8/21/2021,12/11/2021,Delivered,89,361,16
1907,2279,3079,5/24/2021,6/4/2021,1/22/2021,Canceled,48,303,20
1908,2442,3011,3/1/2021,6/3/2021,8/25/2021,Delivered,248,205,2
1679,2622,3356,4/3/2021,3/2/2021,5/14/2021,Delivered,499,52,13
1244,2555,3291,5/31/2021,2/3/2021,1/18/2021,Pending,358,10,11
1182,2050,3416,7/20/2021,3/11/2021,3/28/2021,Pending,22,376,-1
1969,2525,3123,4/27/2021,4/27/2021,5/21/2021,Pending,161,242,14
1785,2836,3160,5/19/2021,6/8/2021,11/27/2021,In-Transit,219,348,-4
1555,2580,3225,5/3/2021,8/25/2021,6/10/2021,Canceled,133,136,8
1702,2635,3006,1/12/2021,7/20/2021,8/7/2021,Pending,136,148,20
1131,2856,3183,12/25/2021,9/22/2021,1/28/2021,In-Transit,300,140,19
1287,2584,3370,3/5/2021,11/5/2021,3/16/2021,Canceled,278,190,-5
1511,2750,3273,11/4/2021,12/21/2021,12/27/2021,In-Transit,352,186,5
1063,2890,3180,8/9/2021,1/3/2021,6/17/2021,Delivered,458,374,17
1816,2511,3236,10/15/2021,9/8/2021,8/26/2021,In-Transit,424,167,9
1268,2681,3246,10/13/2021,3/18/2021,1/6/2021,Pending,246,8,-4
1703,2460,3048,11/23/2021,2/25/2021,9/9/2021,Pending,11,288,-4
1975,2101,3131,2/10/2021,1/4/2021,12/24/2021,Delivered,89,273,-3
1952,2058,3032,11/6/2021,5/25/2021,8/19/2021,Delivered,381,151,2
1649,2989,3323,9/10/2021,10/21/2021,12/21/2021,Canceled,461,279,17
1609,2979,3390,6/7/2021,12/1/2021,2/26/2021,Delivered,318,420,-3
1819,2643,3257,9/6/2021,3/17/2021,10/11/2021,Pending,24,404,7
1461,2590,3494,3/8/2021,6/20/2021,9/29/2021,Delivered,421,135,11
1126,2703,3363,2/21/2021,11/21/2021,10/14/2021,Pending,158,435,-4
1444,2802,3361,11/16/2021,1/10/2021,1/19/2021,Canceled,364,470,20
1406,2608,3034,10/11/2021,10/26/2021,6/17/2021,Delivered,90,233,-2
1323,2676,3157,12/23/2021,8/23/2021,1/12/2021,Canceled,264,46,17
1876,2531,3198,9/11/2021,6/24/2021,4/9/2021,Delivered,12,332,15
1278,2713,3291,2/5/2021,6/10/2021,6/24/2021,Delivered,280,82,12
1020,2678,3302,8/18/2021,3/29/2021,7/25/2021,Pending,430,218,5
1979,2267,3460,3/12/2021,12/22/2021,10/10/2021,Pending,174,456,15
1871,2213,3177,5/20/2021,3/27/2021,5/28/2021,Pending,22,252,18
1079,2844,3028,7/10/2021,1/27/2021,8/1/2021,In-Transit,296,415,-5
1202,2902,3339,12/7/2021,8/28/2021,9/9/2021,Canceled,146,458,5
1484,2801,3349,10/15/2021,2/12/2021,3/20/2021,In-Transit,481,64,3
1189,2862,3384,7/8/2021,5/11/2021,11/18/2021,Pending,166,495,-1
1573,2325,3477,4/19/2021,3/7/2021,2/25/2021,Canceled,19,93,-2
1825,2383,3120,9/13/2021,6/19/2021,4/27/2021,Canceled,475,337,15
1019,2400,3218,5/17/2021,5/16/2021,5/25/2021,Pending,314,61,6
1867,2573,3094,5/13/2021,3/5/2021,12/12/2021,Canceled,282,405,7
1245,2850,3043,9/19/2021,11/20/2021,1/8/2021,In-Transit,123,381,19
1917,2562,3139,4/24/2021,4/23/2021,2/28/2021,Pending,197,220,14
1610,2246,3038,5/30/2021,5/25/2021,12/26/2021,Canceled,70,363,3
1170,2383,3276,11/19/2021,6/1/2021,12/7/2021,Pending,341,17,1
1922,2891,3392,1/31/2021,9/9/2021,2/3/2021,Pending,161,347,9
